Summary,Issue key,Issue id,Parent id,Issue Type,Status,Project key,Project name,Project type,Project lead,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Fix Version/s,Due Date,Votes,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Original Estimate,Remaining Estimate,Outward issue link (Cloners),Outward issue link (Relates),Attachment,Attachment,Custom field (Acceptance Criteria),Custom field (Deployed to Prod),Custom field (Impact to User),Custom field (Patch Description),Custom field (QA Feature),Custom field (QA Status),Custom field (Question Details),Custom field (Rank),Custom field (Severity),Custom field (Steps to Reproduce),Custom field (Story Points),Custom field (Tester),Custom field (Ticket Health),Custom field (Triaged By),Custom field (ZaaS Rank),Comment,Comment,Comment
Change all zcAdmin tests in zcManager tests,ZING-1517,63143,,Story,Prod Stack,ZING,ZING,software,ian,Undetermined,Fixed,sgonzalez,jmatos,jmatos,06/Nov/18 11:03 AM,19/Nov/18 10:46 AM,30/Mar/19 9:25 PM,08/Nov/18 10:28 AM,,CD - Continuous Deployment,,0,e2e,,,The tests for the ZC Admin role were written before the ZC Manager role was added. Those tests are much better suited for the ZC Manager role and should be changed for that purpose. the ZC Admin role can forgo testing for now because it is currently going to be used exclusively by Zenoss ops.,,jmatos,,,,,,,,,,01/Jan/18 10:44 AM,,,,QA complete,,0|u00a4g:,3,,,,,,0|i080in:,,,
allow jenkins jobs to define tags to run or skip,ZING-1516,63141,,Story,Prod Stack,ZING,ZING,software,ian,Undetermined,Fixed,sgonzalez,jmatos,jmatos,06/Nov/18 10:56 AM,20/Nov/18 8:49 AM,30/Mar/19 9:25 PM,09/Nov/18 3:34 PM,,CD - Continuous Deployment,,0,e2e,feature_branched?,,"Test tags to run or skip are hardcoded into zing-e2e repo's test run command. This command should look for tags from environment vars. This way jenkins jobs can choose what to run or not run.

Be sure to update the README so that devs will know what vars they need to provide when running tests locally.",,jmatos,,,,,,,,,,01/Jan/18 8:48 AM,,,,,,0|u00a40:,3,,,,Ticket Healthy,,0|i080i7:,,,
Add Jenkins locking to end-to-end testing jobs,ZING-1493,63036,,Enhancement,Prod Stack,ZING,ZING,software,ian,P3,Fixed,morr,morr,morr,02/Nov/18 10:35 AM,04/Dec/18 3:14 PM,30/Mar/19 9:25 PM,27/Nov/18 9:13 AM,CD - Continuous Deployment,,,0,e2e,,,We are using Jenkins locking to prevent different jobs from interfering with one another in the same project. The end-to-end testing jobs do not implement locking yet. We need to add locking logic to the end-to-end Jenkins jobs.,,morr,,,,,,,,,,04/Dec/18 3:14 PM,,,Undefined,QA not applicable,,0|u009p4:,3,,,,Ticket Healthy,morr,0|i0803b:,"27/Nov/18 9:35 AM;morr;Ticket has been moved to Staging stack - this is a non-production change (e2e tests do not run in preview / production), so that's the end of the line for the ticket.",,
Acceptance tests for user management,ZING-1463,62963,,Story,Backlog,ZING,ZING,software,ian,P2,,,dyoung,dyoung,31/Oct/18 12:21 PM,19/Nov/18 1:46 PM,30/Mar/19 9:25 PM,,,CD - Continuous Deployment,,0,e2e,,,"Create acceptance tests for viewing, adding, editing, and removing users.",,dyoung,,,,,,,,,,,,,,QA needed,,0|u00994:,3,,3,,Ticket Healthy,,0|i07zn3:,,,
Align e2e tests with new page/section pattern,ZING-1342,62656,,Story,Prod Stack,ZING,ZING,software,ian,Undetermined,Fixed,sgonzalez,jmatos,jmatos,18/Oct/18 11:10 AM,08/Jan/19 1:56 PM,30/Mar/19 9:25 PM,19/Nov/18 2:35 PM,,,,0,e2e,,,"The e2e tests need to rely on the nightwatch framework features more to ensure that page objects can grow in functionality while maintaining reasonable complexity.

This is the high level overview of the changes:
https://docs.google.com/presentation/d/1B5g3Iv6rUufoGzO9rwHF3_e-gW1gXxojjwPAU2FKxTo/edit#slide=id.p

During the migration to the new pattern, there are additional opportunities to improve the tests:

* review all step definitions and look for opportunities to consolidate, or make them more sensible
* always consider each section from the user perspective, and provide commands which mimic what the user can do
* make commands short and simple
* make sure commands do things efficiently. excessive calls to the selenium/webdriver API are fragile and time consuming
* if a selector is too crazy, update zing-web to make it more sensible
* include more helpful messages when steps fail! (http://nightwatchjs.org/api/#waitForElementVisible)

It is also useful to plan out the functionality a section provides before implementing it in code.",,jmatos,,,,,,ZING-1365,,,,01/Jan/18 8:48 AM,,,,QA automated,,0|u007js:,3,,,,Ticket Healthy,,0|i07xvz:,,,
Rework storage of credentials in Jenkins for End-to-end (E2E) tests,ZING-1211,62216,,Story,Backlog,ZING,ZING,software,ian,P3,,,morr,morr,01/Oct/18 10:14 AM,30/Nov/18 9:12 AM,30/Mar/19 9:25 PM,,,,,0,e2e,,,"The end-to-end (E2E) tests use multiple sets of user credentials to test permissions. Currently, there are two sets of credentials, which are stored in the Jenkins credentials manager as username/password credentials.

It is expected that the number of credentials required will expand as RBAC functionality develops. To facilitate updates of tests, it has been suggested that we rework the tests and the test runner to put all of those credentials in a single json file, which is then stored as a 'secret file' in the Jenkins credentials manager. This will necessitate changing the tests to read and parse a file, and then updating the test runner to rework the storage and to pass the file to the tests.",,morr,,,,,,,,,,,,,,QA needed,,0|u0054w:,3,,,,Ticket Healthy,,0|i07vfj:,,,
Smart View - Automating Search functionality,ZING-1149,62026,,Story,Prod Stack,ZING,ZING,software,ian,P3,Fixed,sgonzalez,jrivera,jrivera,24/Sep/18 3:22 PM,08/Jan/19 1:29 PM,30/Mar/19 9:25 PM,27/Nov/18 8:16 AM,,,,0,e2e,,,This Story will cover all of the TCs already created for testing search functionality,,jrivera,,,,,,,,,Automate all of the 7 search scenarios.,27/Nov/18 8:16 AM,,,,QA not applicable,,0|u004a8:,3,,,,Ticket Healthy,,0|i07ujb:,,,
Add test rail test case ids to e2e tests,ZING-1132,61938,,Story,Prod Stack,ZING,ZING,software,ian,Undetermined,Fixed,jrivera,jmatos,jmatos,19/Sep/18 3:40 PM,19/Nov/18 10:46 AM,30/Mar/19 9:25 PM,19/Sep/18 3:57 PM,,zenoss-prodbin 7.0.3,,0,e2e,zui,,Add test rail test case ids to e2e tests,,jmatos,jrivera,rserrano,,,,,,,,01/Jan/18 10:44 AM,,,,QA complete,,0|u003rc:,3,,,,,,0|i07tzz:,19/Sep/18 3:57 PM;jrivera; PR https://github.com/zenoss/zing-e2e/pull/19,09/Oct/18 1:08 PM;rserrano;Merged,
automated testing - make it possible to select related entity cards by name,ZING-1130,61936,,Story,Prod Stack,ZING,ZING,software,ian,Undetermined,Fixed,sgonzalez,jmatos,jmatos,19/Sep/18 3:23 PM,20/Nov/18 9:37 AM,30/Mar/19 9:25 PM,19/Sep/18 4:03 PM,,zenoss-prodbin 7.0.3,,0,e2e,zui,,,,jmatos,jrivera,sgonzalez,,,,,26/Sep/18 11:02 AM;jrivera;1.png;https://jira.zenoss.com/secure/attachment/55600/1.png,,,02/Oct/18 9:37 AM,,,,QA complete,,0|u003qw:,3,,,jrivera,,,0|i07tzj:,19/Sep/18 4:04 PM;sgonzalez;PR: https://github.com/zenoss/zing-web/pull/281,"26/Sep/18 11:02 AM;jrivera;Verified as working as expected.

!1.png|thumbnail!",
Update node packages with security warnings,ZING-1069,61759,61450,Sub-Task,In Progress,ZING,ZING,software,ian,P2,,jmatos,rserrano,rserrano,13/Sep/18 11:39 AM,19/Nov/18 1:46 PM,30/Mar/19 9:25 PM,,Denali,CD - Continuous Deployment,,0,automation,e2e,zing,"Review packages with security warnings and update them.

Change the calls or replace the package if there is not newer suitable version",,jmatos,rserrano,,,,,,,,,,,,Undefined,QA needed,,0|u002p4:,3,,,,Ticket Healthy,jmatos,0|i07swn:,"13/Sep/18 3:23 PM;rserrano;Ran `npm i npm`

And then `npm outdated` 
{noformat}
raserrano@lappy:~/projects/nw-dev-env/zing-e2e$ npm outdated
Package Current Wanted Latest Location
cucumber 4.2.1 4.2.1 5.0.0 test 
eslint 4.19.1 4.19.1 5.5.0 test 
ansi-regex 2.1.1 3.0.0 3.0.0 test 
ci-info 1.4.0 1.5.1 1.5.1 test 
cli-table3 0.5.0 0.5.1 0.5.1 test 
figgy-pudding 3.4.1 3.5.1 3.5.1 test 
is-fullwidth-code-point 1.0.0 2.0.0 2.0.0 test 
libcipm 2.0.2 3.0.2 3.0.2 test 
mime-types 2.1.19 2.1.20 2.1.20 test 
npm-profile 3.0.2 4.0.1 4.0.1 test 
opener 1.5.0 1.5.1 1.5.1 test 
strip-ansi 3.0.1 4.0.0 4.0.0 test 
undefined{noformat}",07/Nov/18 2:13 PM;jmatos;I began some work on replacing the now deprecated `nightwatch-cucumber` with `nightwatch-api`. This opens up the opportunity to update all of our nightwatch related libraries to latest versions and deal with possibly outdated library security issues.,
Smart View reanchors to a related entity,ZING-1041,61638,61558,Sub-Task,Prod Stack,ZING,ZING,software,ian,P3,Fixed,rserrano,sgonzalez,sgonzalez,10/Sep/18 8:23 AM,19/Nov/18 10:47 AM,30/Mar/19 9:25 PM,21/Sep/18 3:35 PM,zenoss-prodbin 7.0.3,CD - Continuous Deployment,,0,automation,e2e,,"Scenario: Smart View reanchors to a related entity

Given I see the Smart View for ""entity-x""

And I see related entity ""entity-y""

When I reanchor entity-y

Then I see the Smart View for entity-y",,rserrano,sgonzalez,,,,,,,,,01/Jan/18 10:44 AM,,,Undefined,QA complete,,0|u001yg:,3,,,,,,0|i07s5z:,21/Sep/18 3:35 PM;rserrano;https://github.com/zenoss/zing-e2e/pull/24,,
Smart View provides visual correlation with a focus line,ZING-1040,61637,61558,Sub-Task,Prod Stack,ZING,ZING,software,ian,P3,Fixed,sgonzalez,sgonzalez,sgonzalez,10/Sep/18 8:22 AM,19/Nov/18 10:47 AM,30/Mar/19 9:25 PM,24/Sep/18 3:02 PM,zenoss-prodbin 7.0.3,zenoss-prodbin 7.0.3,,0,automation,e2e,,"Scenario: Smart View provides visual correlation with a focus line

Given I see the Smart View for ""entity-x""

When I move my mouse over the big graph

Then I see a focus line on the big graph

And I see a focus line on the small graphs

And I see a focus line on related entity graphs",,sgonzalez,,,,,,,,,,01/Jan/18 10:44 AM,,,Undefined,QA complete,,0|u001y8:,3,,,sgonzalez,,jrivera,0|i07s5r:,24/Sep/18 4:01 PM;sgonzalez;This needs to go in to make this test pass: https://jira.zenoss.com/browse/ZING-1146,,
Smart View related entities to entity-x has expected info,ZING-1039,61636,61558,Sub-Task,Prod Stack,ZING,ZING,software,ian,P3,Fixed,sgonzalez,sgonzalez,sgonzalez,10/Sep/18 8:20 AM,19/Nov/18 10:47 AM,30/Mar/19 9:25 PM,20/Sep/18 2:45 PM,zenoss-prodbin 7.0.3,zenoss-prodbin 7.0.3,,0,automation,e2e,,"Scenario: Smart View related entities to entity-x has expected info

Given I see the Smart View for ""entity-x""

Then I see related entities for entity-x

And I see the expected related entity names

And I see the expected related entity types",,jmatos,sgonzalez,,,,,,,,,01/Jan/18 10:44 AM,,,Undefined,QA complete,,0|u001y0:,3,,,sgonzalez,,,0|i07s5j:,19/Sep/18 3:38 PM;jmatos;This needs to go in to make this test pass: https://jira.zenoss.com/browse/ZING-1130,,
Smart View anchor metrics can be promoted to big graph,ZING-1038,61635,61558,Sub-Task,Prod Stack,ZING,ZING,software,ian,P3,Fixed,sgonzalez,sgonzalez,sgonzalez,10/Sep/18 8:19 AM,19/Nov/18 10:46 AM,30/Mar/19 9:25 PM,17/Sep/18 11:13 AM,zenoss-prodbin 7.0.3,zenoss-prodbin 7.0.3,,0,automation,e2e,,"Scenario: Smart View anchor metrics can be promoted to big graph

Given I see the Smart View for ""entity-x""

When I promote metric-1234

Then I see the Smart View big graph change

And the big graph is for metric-1234",,sgonzalez,,,,,,,,,,01/Jan/18 10:44 AM,,,Undefined,QA complete,,0|u001xs:,3,,,sgonzalez,,,0|i07s5b:,,,
Smart View anchor big graph zooms the whole world,ZING-1037,61634,61558,Sub-Task,Prod Stack,ZING,ZING,software,ian,P3,Fixed,sgonzalez,sgonzalez,sgonzalez,10/Sep/18 8:16 AM,19/Nov/18 10:46 AM,30/Mar/19 9:25 PM,27/Sep/18 1:12 PM,zenoss-prodbin 7.0.3,zenoss-prodbin 7.0.3,,0,automation,e2e,,"Scenario: Smart View anchor big graph zooms the whole world

Given I see the Smart View for ""entity-x""

And I see the Smart View anchor

And I see the Smart View anchor big graph

When I zoom in on the big graph

Then I see the Smart View time range change

And I see the Smart View anchor graphs change

And I see the related entity graphs change",,sgonzalez,,,,,,,,,,01/Jan/18 10:44 AM,,,Undefined,QA complete,,0|u001xk:,3,,,,,,0|i07s53:,,,
Smart View anchor for entity-x has expected info,ZING-1036,61633,61558,Sub-Task,Prod Stack,ZING,ZING,software,ian,P3,Fixed,sgonzalez,sgonzalez,sgonzalez,10/Sep/18 8:14 AM,19/Nov/18 10:46 AM,30/Mar/19 9:25 PM,14/Sep/18 1:07 PM,zenoss-prodbin 7.0.3,zenoss-prodbin 7.0.3,,0,automation,e2e,,"Scenario: Smart View anchor for entity-x has expected info

Given I see the Smart View for ""entity-x""

Then I see the anchor for entity-x

And I see the expected name

And I see the expected types

And I see the expected metrics

And I see confidence bands for key metrics",,sgonzalez,,,,,,,,,,01/Jan/18 10:44 AM,,,Undefined,QA complete,,0|u001xc:,3,,,sgonzalez,,,0|i07s4v:,,,
I can search for and Smart View entity-x,ZING-1033,61622,61558,Sub-Task,Prod Stack,ZING,ZING,software,ian,P3,Fixed,sgonzalez,sgonzalez,sgonzalez,07/Sep/18 3:22 PM,19/Nov/18 10:46 AM,30/Mar/19 9:25 PM,11/Sep/18 2:36 PM,zenoss-prodbin 7.0.3,zenoss-prodbin 7.0.3,,0,automation,e2e,,"Given I am looking at the home page

When I search for ""name:entity-x source:cz1""

And I see one result

And I select the first result

Then I should see the Smart View for ""entity-x""",,sgonzalez,,,,,,,,,,01/Jan/18 10:44 AM,,,Undefined,QA complete,,0|u001uw:,3,,,sgonzalez,,,0|i07s2f:,11/Sep/18 2:39 PM;sgonzalez;PR: https://github.com/zenoss/zing-e2e/pull/10,,
Add videos to report,ZING-998,61521,,Story,Backlog,ZING,ZING,software,ian,P3,,,jmatos,jmatos,04/Sep/18 12:00 PM,30/Nov/18 9:12 AM,30/Mar/19 9:25 PM,,,,,0,e2e,,,"Investigate the report template and find a way to attach the vids that are generated during test run.

It may make sense to convert them to gif instead of mp4.",,jmatos,,,,,,,,,,,,,,QA needed,,0|u0018w:,3,,,,Ticket Healthy,,0|i07rfz:,,,
Inject e2e test data before e2e test runs,ZING-994,61503,,Story,Backlog,ZING,ZING,software,ian,Undetermined,,,jmatos,jmatos,31/Aug/18 3:21 PM,19/Nov/18 1:46 PM,30/Mar/19 9:25 PM,,,,,0,e2e,,,"E2E test data needs to be injected into a stack before the test runner takes control.

The injection code can live in the zing-e2e repo, but the actual injection process should be separate from the test runner code. Jenkins should call the data injection code before it separately calls the e2e test.

The injection code and test code can share the same test data to enable the e2e tests to make valid assertions.",,jmatos,,,,,,,,,,,,,,QA needed,,0|u00154:,3,,,,Ticket Healthy,,0|i07rbz:,,,
